Ticker,Name,Price,Dividend Yield,1-Year Dividend Growth,5-Year Dividend Growth (Annualized),Market Cap ($M),Forward P/E Ratio,Payout Ratio,Beta
YRCW,"YRC Worldwide, Inc.",4.17,N/A,N/A,N/A,225.922888,-2.19,N/A,1.469845988
YTEN,"Yield10 Bioscience, Inc.",4.62,N/A,N/A,N/A,13.185853,-0.3,N/A,1.115108298
YUM,"Yum! Brands, Inc.",95.22,0.018478148,0.119047619,0.004310505,29033.862,28.02,0.523745072,0.937792449
YUMA,"Yuma Energy, Inc.",1.55,N/A,N/A,N/A,2.4056,-0.09,N/A,1.198980526
Z,"Zillow Group, Inc.",83.9,N/A,N/A,N/A,19393.70494,-42.84,N/A,1.304954648
ZAGG,"Zagg, Inc.",3.245,N/A,N/A,N/A,98.710158,-2.16,N/A,1.862832517
ZAYO,"Zayo Group Holdings, Inc.",34.99,N/A,N/A,N/A,8286.6817,46.69,N/A,0.003048794
ZBH,"Zimmer Biomet Holdings, Inc.",139.8,0.006831768,0,0.017554577,29094.666,710.73,4.880528724,0.988286525
ZBRA,Zebra Technologies Corp.,260.53,N/A,N/A,N/A,14361.74115,28.38,N/A,1.176505373
ZDGE,"Zedge, Inc.",1.49,N/A,N/A,N/A,16.957583,-7.04,N/A,1.513279109
ZEN,"Zendesk, Inc.",98.24,N/A,N/A,N/A,11743.44124,-62.57,N/A,1.135108923
ZEUS,"Olympic Steel, Inc.",11.66,0.006872852,0,0,128.911836,-21.79,-0.148616013,0.662072206
ZFGN,"Zafgen, Inc.",0.99,N/A,N/A,N/A,37.0953,-1.03,N/A,0.451420125
ZG,"Zillow Group, Inc.",83.585,N/A,N/A,N/A,19298.37072,-42.61,N/A,1.35544494
ZGNX,"Zogenix, Inc.",23.695,N/A,N/A,N/A,1308.013602,-2.49,N/A,0.978092387
ZION,"Zions Bancorporation, NA",33.685,0.041859034,N/A,N/A,5327.64522,12.68,0.512009638,1.055317113
ZIOP,"ZIOPHARM Oncology, Inc.",2.445,N/A,N/A,N/A,546.08505,-3.5,N/A,1.244775712
ZIXI,Zix Corp.,5.63,N/A,N/A,N/A,334.782536,-18.78,N/A,1.406202354
ZM,"Zoom Video Communications, Inc.",369.905,N/A,N/A,N/A,107571.5728,452.96,N/A,-0.175747767
ZN,"Zion Oil & Gas, Inc.",0.232,N/A,N/A,N/A,47.22659,-3.98,N/A,0.507350579
ZNGA,"Zynga, Inc.",8.75,N/A,N/A,N/A,9786.504,-336.54,N/A,0.642278002
ZS,"Zscaler, Inc.",134.3,N/A,N/A,N/A,18722.8071,-243.46,N/A,0.627052141
ZSAN,Zosano Pharma Corp.,1.365,N/A,N/A,N/A,93.959258,-0.97,N/A,0.919707926
ZTS,"Zoetis, Inc.",157.24,0.004811083,0.219512195,0.192313279,75453.026,46.32,0.225043448,0.95781
ZUMZ,"Zumiez, Inc.",27.305,N/A,N/A,N/A,697.312536,15.38,N/A,0.921705482
ZUO,"Zuora, Inc.",10.42,N/A,N/A,N/A,1300.398,-14.95,N/A,0.93747922
ZVO,"Zovio, Inc.",4.5,N/A,N/A,N/A,134.340602,-5.77,N/A,1.422298808
ZYNE,"Zynerba Pharmaceuticals, Inc.",3.635,N/A,N/A,N/A,108.829344,-1.96,N/A,0.8113592
ZYXI,"Zynex, Inc.",14.5,N/A,N/A,N/A,503.578256,43.6,N/A,1.055204244
TRUE,"TrueCar, Inc.",4.575,N/A,N/A,N/A,509.79776,-12.76,N/A,0.626762628
Ticker,Name,One Month Price Return,Three Month Price Return,Six Month Price Return,Year-To-Date Price Return,One Year Price Return,Two Year Price Return,Five Year Price Return
A,"Agilent Technologies, Inc.",0.021634,0.093263,0.181269,0.159279,0.406153,0.4812,1.7871
AA,Alcoa Corp.,0.040966,0.222509,0.104814,-0.335668,-0.221554,-0.6718,-0.3363
AAC,"AAC Holdings, Inc.",0,0,0,0,0,0,0
AAL,"American Airlines Group, Inc.",0.164778,-0.200957,-0.279007,-0.540736,-0.505185,-0.6723,-0.6733
AAME,Atlantic American Corp.,0.111111,0.104972,-0.22179,0.005025,-0.259259,-0.2982,-0.4048
AAN,"Aaron's, Inc.",0.065505,0.274456,0.473252,-0.035374,-0.098087,0.0951,0.4942
AAOI,"Applied Optoelectronics, Inc.",-0.330685,0.116208,0.167377,-0.124,0.203297,-0.7018,-0.4661
AAON,"AAON, Inc.",-0.045066,0.016949,-0.046504,0.142514,0.196976,0.4304,1.8557
AAP,"Advance Auto Parts, Inc.",0.015642,0.09128,0.167645,-0.026535,0.093664,-0.0844,-0.1042
AAPL,"Apple, Inc.",0.102266,0.500124,0.597146,0.609855,1.311392,1.1174,3.3813
AAT,"American Assets Trust, Inc.",-0.046154,-0.16297,-0.395262,-0.421076,-0.452251,-0.3294,-0.3173
AAWW,"Atlas Air Worldwide Holdings, Inc.",-0.008615,0.209282,1.10038,0.992066,1.183399,-0.0981,0.4333
AAXN,"Axon Enterprise, Inc.",-0.055525,-0.094279,0.048103,0.104232,0.409705,0.2098,2.6051
ABBV,"AbbVie, Inc.",-0.025666,-0.012575,0.001308,0.025907,0.384001,-0.0284,0.4919
ABC,AmerisourceBergen Corp.,-0.068004,-0.018803,0.079664,0.146921,0.145574,0.0943,-0.0242
ABCB,Ameris Bancorp,0.063683,-0.072072,-0.29331,-0.421619,-0.276135,-0.5041,-0.0922
ABEO,"Abeona Therapeutics, Inc.",-0.297945,-0.293103,-0.3769,-0.361371,-0.309764,-0.8642,-0.5543
ABG,"Asbury Automotive Group, Inc.",0.034658,0.314073,0.12577,-0.048055,0.112301,0.4235,0.3354
ABIO,"ARCA biopharma, Inc.",-0.29941,-0.409938,0.240209,-0.163732,-0.11215,-0.5763,-0.9581
ABM,"ABM Industries, Inc.",0.04918,0.097674,0.075171,-0.017179,0.030286,0.2025,0.2483
ABMD,"ABIOMED, Inc.",-0.037138,0.2457,0.906309,0.741662,0.603283,-0.2434,2.2077
ABR,"Arbor Realty Trust, Inc.",0.050373,0.20686,-0.133179,-0.203114,-0.103503,-0.0767,0.7715
ABT,Abbott Laboratories,0.056039,0.195807,0.28554,0.213686,0.253028,0.6378,1.4171
ABTX,"Allegiance Bancshares, Inc. (Texas)",0.060025,-0.064386,-0.248078,-0.321324,-0.204069,-0.4294,0.0995
AC,"Associated Capital Group, Inc.",-0.023597,0.044687,-0.082565,0.001302,0.139523,0.0395,0.1709
ACA,"Arcosa, Inc.",0.102188,0.111502,0.08105,0.033617,0.416816,1.2043,1.2043
ACAD,"ACADIA Pharmaceuticals, Inc.",-0.117877,-0.160874,-0.137885,-0.066164,0.545491,1.7841,0.0808
ACBI,"Atlantic Capital Bancshares, Inc.",0.202729,0.082456,-0.332251,-0.324021,-0.230193,-0.3677,-0.2307
ACC,"American Campus Communities, Inc.",-0.000564,-0.06245,-0.225912,-0.231287,-0.252216,-0.1915,-0.0102
ACCO,ACCO Brands Corp.,0.003003,-0.027656,-0.205707,-0.26674,-0.273123,-0.4774,-0.1474
ACER,"Acer Therapeutics, Inc.",-0.398585,-0.177419,-0.328947,-0.327177,-0.019231,-0.9174,-0.923
ACGL,Arch Capital Group Ltd.,0.057797,-0.020433,-0.25441,-0.259908,-0.213131,0.0317,0.3858
ACHC,"Acadia Healthcare Co., Inc.",-0.004289,0.046463,-0.025823,-0.089593,0.155879,-0.2557,-0.5767
ACHN,"Achillion Pharmaceuticals, Inc.",0,0.099187,0.852055,0.113674,1.132492,0.898876,-0.35187
ACHV,"Achieve Life Sciences, Inc.",-0.311277,-0.178889,-0.259519,-0.289286,-0.824048,-0.8643,-0.9987
ACIA,"Acacia Communications, Inc.",-0.011462,-0.002964,-0.015081,-0.012043,0.055712,0.6551,1.9339
ACIW,"ACI Worldwide, Inc.",0.057174,0.045749,-0.032978,-0.240052,-0.008538,0.0341,0.3774
ACLS,"Axcelis Technologies, Inc.",-0.22569,-0.118219,-0.024421,-0.038744,0.500318,0.1698,0.8121
ACM,AECOM,-0.011458,-0.140204,-0.240496,-0.116799,0.05065,0.1745,0.4367
ACMR,"ACM Research, Inc.",-0.219601,0.290476,1.353221,3.437929,4.350955,5.2941,13.6793
ACN,Accenture Plc,0.05208,0.176662,0.265382,0.137188,0.20874,0.4191,1.5451
ACNB,ACNB Corp.,-0.058878,-0.196071,-0.376979,-0.447176,-0.391071,-0.4128,0.051
ACOR,"Acorda Therapeutics, Inc.",-0.180625,-0.3008,-0.58381,-0.732449,-0.820411,-0.9806,-0.9825
ACRE,Ares Commercial Real Estate Corp.,0.084257,0.009288,-0.391034,-0.375479,-0.359109,-0.3187,-0.2045
ACRS,"Aclaris Therapeutics, Inc.",0.009091,0.574468,0.790323,0.187166,1.413306,-0.8455,-0.7774
ACRX,"AcelRx Pharmaceuticals, Inc.",0.017699,-0.135338,-0.217687,-0.444444,-0.50431,-0.5968,-0.7079
ACTG,Acacia Research Corp.,-0.055416,0.175549,0.61987,0.425856,0.431298,-0.0282,-0.6019
ACU,Acme United Corp.,0.036151,0.066038,-0.048421,-0.063407,0.149542,0.0055,0.274
ACY,AeroCentury Corp.,-0.228741,-0.051255,-0.404996,-0.520583,-0.64119,-0.8624,-0.7921
ADBE,"Adobe, Inc.",0.136221,0.316226,0.39563,0.518404,0.784259,0.9483,5.5342
ADC,Agree Realty Corp.,-0.024832,-0.009789,-0.140245,-0.013302,-0.121579,0.1726,1.3522
ADES,"Advanced Emissions Solutions, Inc.",-0.041463,-0.259887,-0.566703,-0.623202,-0.688836,-0.6611,-0.5821
ADI,"Analog Devices, Inc.",-0.000512,-0.042981,0.041437,-0.027485,0.072626,0.1824,1.0924
ADM,Archer-Daniels-Midland Co.,0.072331,0.113515,0.163576,-0.006506,0.19796,-0.1119,-0.0051
ADMA,"ADMA Biologics, Inc.",-0.338279,-0.280645,-0.342183,-0.433291,-0.472813,-0.6009,-0.7237
ADMP,Adamis Pharmaceuticals Corp.,-0.490236,0.257576,0.162716,-0.141607,-0.194876,-0.7684,-0.8197
ADMS,"Adamas Pharmaceuticals, Inc.",1.108738,1.056818,0.294398,0.330882,-0.087395,-0.7751,-0.7418
ADNT,Adient plc,0.016449,-0.089431,-0.182482,-0.18914,-0.148694,-0.5994,-0.619
ADP,"Automatic Data Processing, Inc.",0.017552,-0.072214,-0.153598,-0.183067,-0.180131,-0.0522,0.7989
ADRO,"Aduro BioTech, Inc.",0.050752,0.184322,-0.165672,1.368644,1.329167,-0.5811,-0.8399
ADS,Alliance Data Systems Corp.,0.040652,-0.169081,-0.438468,-0.597173,-0.632612,-0.8109,-0.8246
ADSK,"Autodesk, Inc.",0.009129,0.075,0.264706,0.288878,0.67722,0.5918,4.2556
ADSW,"Advanced Disposal Services, Inc.",-0.008943,-0.046526,-0.092784,-0.091958,-0.080234,0.1293,0.5065
ADT,"ADT, Inc.",-0.193422,0.268473,0.521418,0.360634,1.08502,0.1899,-0.1404
ADTN,"ADTRAN, Inc.",-0.191291,-0.090909,0.245509,0.038961,0.029703,-0.3552,-0.3077
ADUS,Addus HomeCare Corp.,-0.08057,-0.097719,0.146888,-0.063743,0.118357,0.4431,2.2589
ADVM,"Adverum Biotechnologies, Inc.",-0.322562,-0.410459,-0.085692,0.017888,0.052863,0.6053,0.1663
ADXS,"Advaxis, Inc.",-0.230809,-0.416788,-0.486163,-0.594587,0.311276,-0.977,-0.9977
AE,"Adams Resources & Energy, Inc.",-0.023721,-0.236727,-0.306574,-0.460966,-0.308174,-0.5366,-0.5337
AEE,Ameren Corp.,-0.037596,0.069063,-0.091536,0.040105,0.007772,0.2511,0.9635
AEGN,Aegion Corp.,-0.06076,-0.064958,-0.152808,-0.290366,-0.191237,-0.3518,-0.1207
AEHR,Aehr Test Systems,-0.125581,-0.020833,-0.069307,-0.091787,0.40824,-0.2964,-0.2294
AEIS,"Advanced Energy Industries, Inc.",-0.020822,0.032948,0.163337,0.022867,0.369935,0.244,2.054
AEL,American Equity Investment Life Holding Co.,-0.057616,0.040523,-0.076923,-0.201338,0.11955,-0.3554,-0.0144
AEMD,"Aethlon Medical, Inc.",-0.391509,-0.058394,-0.426667,0.032,-0.703346,-0.9024,-0.9875
AEO,"American Eagle Outfitters, Inc.",0.153705,0.022709,-0.020202,-0.115088,-0.123088,-0.5143,-0.2591
AEP,"American Electric Power Co., Inc.",-0.069909,-0.057346,-0.202965,-0.148727,-0.144976,0.099,0.452
AERI,"Aerie Pharmaceuticals, Inc.",-0.024893,-0.228261,-0.353443,-0.522689,-0.385946,-0.8207,-0.3042
AES,The AES Corp.,0.143504,0.278179,-0.007852,-0.116825,0.156965,0.3187,0.4792
AEY,"ADDvantage Technologies Group, Inc.",-0.139344,-0.090909,-0.430894,-0.125,0.160221,0.5486,-0.0551
AFG,"American Financial Group, Inc.",0.09457,0.018665,-0.297362,-0.396096,-0.34469,-0.3997,-0.032
AFH,"Atlas Financial Holdings, Inc.",-0.615961,-0.38253,-0.613208,-0.542921,-0.493452,-0.962,-0.9758
AFI,"Armstrong Flooring, Inc.",0.174342,0.025862,0.645161,-0.145933,-0.447368,-0.779,-0.6979
AFIN,"American Finance Trust, Inc.",-0.046512,-0.197005,-0.368087,-0.453762,-0.429624,-0.5663,-0.5447
AFL,"Aflac, Inc.",0.053622,-0.060768,-0.170819,-0.307591,-0.272691,-0.2145,0.2396
AGCO,AGCO Corp.,0.082303,0.204292,0.170541,-0.060215,0.069548,0.1918,0.4498
AGE,"AgeX Therapeutics, Inc.",-0.465461,-0.08933,-0.280973,-0.583333,-0.699074,-0.6753,-0.6753
AGEN,"Agenus, Inc.",0.189911,0.073628,0.57874,-0.007426,0.378007,0.9729,-0.3868
AGFS,"AgroFresh Solutions, Inc.",-0.044,-0.218954,0.111628,-0.130909,0.457317,-0.6271,-0.7459
AGIO,"Agios Pharmaceuticals, Inc.",-0.073453,-0.175509,-0.156102,-0.139941,0.141939,-0.4919,-0.5253
AGLE,"Aeglea Biotherapeutics, Inc.",0.044623,-0.222222,0.022923,-0.07871,-0.086957,-0.3339,-0.2549
AGM,Federal Agricultural Mortgage Corp.,0.185517,0.042957,-0.048394,-0.143817,-0.106857,-0.1157,1.8792
AGMA,Federal Agricultural Mortgage Corp. (AGMA),,,,,,,
AGN,Allergan Plc,0,0,0,0,0,0,0
AGNC,AGNC Investment Corp.,0.019919,-0.00468,-0.24205,-0.222441,-0.070901,-0.2581,-0.2624
AGO,Assured Guaranty Ltd.,-0.027189,-0.239005,-0.505505,-0.569886,-0.510322,-0.4735,-0.1508
AGR,"Avangrid, Inc.",-0.012648,0.071982,-0.102374,-0.047432,-0.067258,-0.0263,0.0551
AGRX,"Agile Therapeutics, Inc.",0.085185,0.02807,0.252137,-0.013468,1.570175,9.9215,-0.6376
AGS,"PlayAGS, Inc.",0.078212,-0.210634,-0.528117,-0.681518,-0.607724,-0.8752,-0.75
AGTC,Applied Genetic Technologies Corp.,0.089888,0.141176,0.222689,0.40241,0.768997,0.1551,-0.6872
AGX,"Argan, Inc.",-0.020623,0.082025,0.000468,0.078204,0.023713,0.0636,0.0812
AGYS,"Agilysys, Inc.",0.143855,0.116311,-0.149827,-0.048043,-0.019553,0.5787,1.4703
AHC,A.H. Belo Corp.,-0.08642,-0.129412,-0.390947,-0.477032,-0.58427,-0.65,-0.6926
AHH,"Armada Hoffler Properties, Inc.",0.027861,0.113147,-0.423227,-0.424833,-0.415724,-0.3521,0.012
AHT,"Ashford Hospitality Trust, Inc.",-0.274314,-0.677848,-0.858049,-0.891418,-0.895857,-0.9519,-0.9597
AIG,"American International Group, Inc.",-0.010767,-0.16501,-0.308886,-0.431994,-0.459559,-0.4565,-0.5185
AIII,"ACRE Realty Investors, Inc. (AIII)",,,,,,,
AIMC,Altra Industrial Motion Corp.,0.159625,0.202452,0.370017,0.104064,0.593106,0.0636,0.6227
AIMT,"Aimmune Therapeutics, Inc.",1.473266,0.916573,0.472892,-0.022279,0.75,-0.55,-0.4031
AIN,Albany International Corp.,0.061117,-0.204324,-0.240959,-0.319974,-0.343467,-0.3207,0.681
AINC,"Ashford, Inc.",0.104839,-0.501456,-0.648718,-0.712185,-0.719836,-0.9303,-0.9108
AIR,AAR Corp.,0.157077,-0.214453,-0.471068,-0.560437,-0.537807,-0.5625,-0.1599
AIRG,"Airgain, Inc.",-0.053305,0.426124,0.593301,0.246024,0.236769,0.1523,0.7212
AIRI,Air Industries Group,-0.151515,-0.058824,-0.182482,-0.523404,-0.066667,-0.2057,-0.8682
AIRT,"Air T, Inc.",-0.099838,-0.271353,-0.400541,-0.449628,-0.338305,-0.4934,-0.2338
AIT,"Applied Industrial Technologies, Inc.",-0.042251,-0.040456,0.044018,-0.077766,0.192121,-0.2108,0.4522
AIV,Apartment Investment & Management Co.,0.013953,-0.0735,-0.277442,-0.267299,-0.279269,-0.1726,-0.061
AIZ,"Assurant, Inc.",0.138591,0.105173,-0.038234,-0.078271,-0.01454,-0.0186,0.4619
AJG,Arthur J. Gallagher & Co.,-0.008156,0.064969,-0.015347,0.094964,0.161742,0.4278,0.9319
AJRD,"Aerojet Rocketdyne Holdings, Inc.",-0.023488,-0.072249,-0.20383,-0.104118,-0.167691,0.3567,0.8446
AJX,Great Ajax Corp.,0.002262,-0.064414,-0.378027,-0.39748,-0.418433,-0.3138,-0.3546
AKAM,"Akamai Technologies, Inc.",0.014947,0.113511,0.194942,0.29393,0.247799,0.3003,0.3979
AKBA,"Akebia Therapeutics, Inc.",-0.75777,-0.78243,-0.720759,-0.582019,-0.32398,0.1505,0.2691
AKCA,"Akcea Therapeutics, Inc.",0.62109,0.225676,0.040734,0.067687,-0.086146,-0.4388,0.5612
AKER,"Akers Biosciences, Inc.",-0.527054,-0.358696,-0.157143,-0.297891,-0.771424,-0.9517,-0.9959
AKR,Acadia Realty Trust,-0.031785,-0.202685,-0.506029,-0.53062,-0.579171,-0.5623,-0.5926
AKRX,"Akorn, Inc.",-0.64,-0.9143,-0.9764,-0.9404,-0.9778,-0.9935,-0.9981
AKS,AK Steel Holding Corp.,0,0,0,0,0,0,0
AKTS,"Akoustis Technologies, Inc.",-0.018634,0.03268,0.179104,-0.030675,0.071913,0.15,0.84
AL,Air Lease Corp.,0.135027,-0.093886,-0.17905,-0.33918,-0.245779,-0.3023,-0.2032
ALB,Albemarle Corp.,0.091996,0.165187,0.080097,0.283294,0.519817,-0.2027,0.2436
ALBO,"Albireo Pharma, Inc.",0.094545,0.051222,0.133473,0.099878,0.12828,-0.2391,-0.1862
ALCO,"Alico, Inc.",-0.037344,-0.035806,-0.08384,-0.162455,-0.014057,-0.0868,-0.3998
ALDX,"Aldeyra Therapeutics, Inc.",-0.096012,0.320388,0.623342,0.026846,0.324675,-0.4951,-0.4812
ALE,"ALLETE, Inc.",-0.096327,-0.106323,-0.297469,-0.327745,-0.378173,-0.305,0.1122
ALEC,"Alector, Inc.",-0.157124,-0.582316,-0.596043,-0.236199,-0.215613,0.6339,0.6339
ALEX,"Alexander & Baldwin, Inc.",0.00823,-0.066311,-0.337121,-0.404473,-0.469007,-0.4745,-0.7184
ALG,"Alamo Group, Inc.",0.065379,0.010197,-0.070337,-0.109529,-0.003649,0.0645,0.6606
ALGN,"Align Technology, Inc.",0.09106,0.209367,0.340094,0.108714,0.783195,-0.256,3.091
ALGT,Allegiant Travel Co.,0.15636,0.04609,-0.034048,-0.252258,-0.081175,-0.2394,-0.3975
ALIM,"Alimera Sciences, Inc.",0.045788,0.13745,-0.113354,-0.300245,-0.024182,-0.5275,-0.9155
ALJJ,"ALJ Regional Holdings, Inc.",0.343874,0.512231,0.118421,-0.228383,-0.337662,-0.7049,-0.8615
ALK,"Alaska Air Group, Inc.",0.177551,-0.045605,-0.18716,-0.407511,-0.346123,-0.443,-0.483
ALKS,Alkermes Plc,-0.124064,-0.026738,-0.19469,-0.171053,-0.174395,-0.5508,-0.7164
ALL,The Allstate Corp.,-0.030133,-0.083644,-0.184875,-0.172664,-0.101636,0.0144,0.4007
ALLE,Allegion Plc,0.01016,-0.053445,-0.192441,-0.199139,0.037826,0.2808,0.5759
ALLK,"Allakos, Inc.",0.027987,0.305339,0.233956,-0.121985,-0.023137,1.4915,1.4915
ALLO,"Allogene Therapeutics, Inc.",-0.096009,-0.220465,0.186549,0.278413,0.2319,1.4083,1.4083
ALLY,"Ally Financial, Inc.",0.156128,0.120698,-0.080108,-0.226237,-0.252045,-0.2862,-0.2235
ALNA,"Allena Pharmaceuticals, Inc.",-0.105634,-0.452586,-0.368159,-0.560554,-0.690244,-0.8778,-0.8347
ALNY,"Alnylam Pharmaceuticals, Inc.",-0.180479,-0.050872,0.06781,0.082771,0.520588,0.517,0.1547
ALOT,"AstroNova, Inc.",0,0.030166,-0.407118,-0.50146,-0.553595,-0.6444,-0.5317
ALPN,"Alpine Immune Sciences, Inc.",-0.297688,0.874036,1.243077,1.011978,0.584783,0.2755,-0.8319
ALRM,"Alarm.com Holdings, Inc.",-0.005139,0.073332,0.293319,0.395906,0.2427,0.6229,2.7583
ALSK,"Alaska Communications Systems Group, Inc.",-0.017316,-0.140152,0.086124,0.261111,0.319767,0.5765,0.0551
ALSN,"Allison Transmission Holdings, Inc.",-0.055888,-0.096967,-0.110022,-0.257108,-0.176604,-0.13,0.1604
ALT,"Altimmune, Inc.",-0.524131,0.776159,3.705263,5.979649,5.385714,-0.4779,-0.9839
ALTM,Altus Midstream Co.,-0.134678,-0.158334,-0.570968,-0.757299,-0.71087,-0.9373,-0.9361
ALTR,"Altair Engineering, Inc.",-0.004426,0.031592,0.216099,0.098481,0.199704,0.1549,1.1376
ALV,"Autoliv, Inc.",0.132793,0.12188,0.1429,-0.103673,0.106695,-0.4097,-0.2902
ALX,"Alexander's, Inc.",0.032772,-0.034647,-0.174976,-0.187508,-0.311085,-0.3643,-0.4117
ALXN,"Alexion Pharmaceuticals, Inc.",0.059875,-0.019001,0.147089,0.034125,0.143443,-0.1032,-0.4136
AM,Antero Midstream Corp.,-0.06298,0.144465,0.438679,-0.139633,-0.153953,-0.7148,-0.7541
AMAG,"AMAG Pharmaceuticals, Inc.",0.008991,0.170336,0.257783,-0.176854,-0.169408,-0.6339,-0.8937
AMAL,Amalgamated Bank,0.062278,0.035559,-0.276364,-0.37974,-0.233141,-0.1532,-0.1532
AMAT,"Applied Materials, Inc.",-0.052274,0.057285,0.015532,-0.011897,0.241365,0.2839,2.0045
AMBC,"Ambac Financial Group, Inc.",-0.023095,-0.117524,-0.349231,-0.41682,-0.321753,-0.2728,-0.4031
AMC,"AMC Entertainment Holdings, Inc.",0.609756,0.226766,0.134021,-0.115282,-0.436379,-0.7097,-0.8425
AMCR,Amcor Plc,0.035514,0.052232,0.134084,0.042333,0.141092,-0.1091,-0.1091
AMCX,"AMC Networks, Inc.",-0.087597,-0.306903,-0.230849,-0.430651,-0.528054,-0.6114,-0.69
AMD,"Advanced Micro Devices, Inc.",-0.029398,0.568307,0.647176,0.681059,1.666882,2.4672,19.0728
AME,"AMETEK, Inc.",0.057149,0.060291,0.097572,-0.009028,0.172831,0.184,0.5696
AMED,"Amedisys, Inc.",0.032408,0.35369,0.354305,0.434445,0.812367,1.2344,3.7478
AMEH,"Apollo Medical Holdings, Inc.",0.142172,0.064282,0.135361,0.045005,-0.004705,-0.379,1.437
AMG,"Affiliated Managers Group, Inc.",0.038467,-0.074215,-0.062185,-0.157876,-0.069709,-0.5245,-0.6796
AMGN,"Amgen, Inc.",0.017735,0.122374,0.15248,0.032528,0.20158,0.2544,0.438
AMH,American Homes 4 Rent,-0.015084,0.075627,0.001045,0.109266,0.123143,0.2208,0.6206
AMKR,"Amkor Technology, Inc.",-0.123571,0.012788,0.092916,-0.104072,0.345413,0.3829,0.8647
AMN,"AMN Healthcare Services, Inc.",-0.007258,0.21147,-0.288094,-0.119143,-0.035947,-0.2516,0.4581
AMNB,"American National Bankshares, Inc. (Virginia)",0.005848,-0.142967,-0.306882,-0.432487,-0.336499,-0.4542,-0.0537
AMOT,"Allied Motion Technologies, Inc.",0.075589,0.100954,0.089122,-0.125447,0.285184,-0.314,0.4079
AMP,"Ameriprise Financial, Inc.",0.019033,0.021029,0.082237,-0.076169,0.209407,-0.0125,0.1017
AMPE,"Ampio Pharmaceuticals, Inc.",-0.388288,0.37061,0.107487,0.156335,0.376723,-0.7419,-0.7407
AMPH,"Amphastar Pharmaceuticals, Inc.",-0.03789,0.045336,0.226911,0.036693,-0.076427,0.3704,0.1865
AMR,"Alta Mesa Resources, Inc.",-0.329983,-0.536501,-0.723661,-0.927928,-0.980723,-0.9912,-0.9909
AMRB,American River Bankshares,0.059536,0.054217,-0.256374,-0.310118,-0.216418,-0.3521,0.1176
AMRC,"Ameresco, Inc.",-0.013934,0.363962,0.313903,0.736872,1.153574,1.2161,2.496
AMRK,"A-Mark Precious Metals, Inc.",-0.007453,0.399299,1.675223,1.925954,0.692797,0.4892,0.8094
AMRS,"Amyris, Inc.",-0.334694,-0.331967,-0.111717,0.061889,-0.178841,-0.2799,-0.8557
AMRX,"Amneal Pharmaceuticals, Inc.",-0.199571,-0.201285,-0.08802,-0.218029,0.407547,-0.7175,-0.9001
AMS,American Shared Hospital Services,-0.066351,-0.034314,-0.139738,-0.227451,-0.233463,-0.2226,-0.2313
AMSC,American Superconductor Corp.,0.224388,0.490268,0.650943,0.552598,0.655405,-0.0341,0.305
AMSF,"AMERISAFE, Inc.",0.044743,0.016615,-0.031227,-0.002415,-0.031653,-0.01,0.2341
AMSWA,"American Software, Inc.",-0.16997,-0.337488,-0.174432,-0.084768,-0.06936,0.0203,0.5452
AMT,American Tower Corp.,-0.030173,-0.028492,0.002623,0.104245,0.046667,0.7881,1.6408
AMTD,TD Ameritrade Holding Corp.,0.040511,-0.151253,-0.00494,-0.242328,-0.14861,-0.3523,-0.0408
AMTX,"Aemetis, Inc.",0.56,1.407407,1.635135,1.165223,1.45283,-0.471,-0.8066
AMWD,American Woodmark Corp.,-0.006916,0.210113,-0.107778,-0.204204,0.00012,-0.2649,0.2051
AMZN,"Amazon.com, Inc.",0.073011,0.368772,0.7046,0.77449,0.870467,0.6441,5.1311
AN,"AutoNation, Inc.",0.072596,0.350562,0.283894,0.15372,0.174854,-0.274,-0.4304
ANAB,"AnaptysBio, Inc.",-0.084164,-0.114087,-0.115035,0.040906,-0.593112,-0.688,0.5493
ANAT,"American National Group, Inc.",0.043151,-0.093833,-0.259998,-0.362158,-0.355133,-0.3944,-0.2994
ANDE,"The Andersons, Inc.",0.175932,0.263528,-0.045648,-0.2808,-0.196245,-0.6248,-0.6973
ANET,"Arista Networks, Inc.",-0.178681,-0.05178,0.075336,0.059105,-0.041595,-0.1948,1.3925
ANF,Abercrombie & Fitch Co.,0.328796,-0.062084,-0.08243,-0.274027,-0.137322,-0.6207,-0.568
ANGI,"ANGI Homeservices, Inc.",-0.152882,0.128077,0.95942,0.524239,0.726692,-0.1613,0.9749
ANGO,"AngioDynamics, Inc.",0.031215,-0.126534,-0.18717,-0.422597,-0.479753,-0.5726,-0.427
ANH,Anworth Mortgage Asset Corp.,0.017442,-0.022346,-0.491279,-0.504249,-0.433657,-0.6654,-0.673
ANIK,"Anika Therapeutics, Inc.",0.134279,0.08235,-0.127032,-0.282634,-0.326947,0.1024,-0.0384
ANIP,"ANI Pharmaceuticals, Inc.",-0.029507,-0.034827,-0.359512,-0.501748,-0.538117,-0.5571,-0.5264
ANIX,"Anixa Biosciences, Inc.",-0.364583,-0.227848,-0.075758,-0.075758,-0.075758,0.1616,0.1616
ANSS,"ANSYS, Inc.",0.075653,0.177134,0.279923,0.279479,0.563085,0.6102,2.1022
ANTM,"Anthem, Inc.",0.022555,-0.018044,-0.065515,-0.079337,0.089565,0.0574,0.5136
AOBC,American Outdoor Brands Corp.,0.2574,0.1204,0.3728,0.2601,0.4139,-0.0514,-0.204
