symbol,name,exchange,ipoDate,delistingDate,status
KBH,KB Home,NYSE,1987-11-05,null,Active
KBLM,KBL Merger Corp IV,NASDAQ,2017-06-27,null,Active
KBLMR,KBL Merger Corp IV Right,NASDAQ,2017-06-27,null,Active
KBLMU,KBL Merger Corp IV Unit,NASDAQ,2017-06-02,null,Active
KBLMW,KBL Merger Corp IV Warrant,NASDAQ,2017-06-27,null,Active
KBNT,Kubient Inc,NASDAQ,2020-08-12,null,Active
KBNTW,Kubient Inc Wt Exp 07092025,NASDAQ,2020-08-12,null,Active
KBR,KBR Inc,NYSE,2006-11-16,null,Active
KBSF,KBS Fashion Group Ltd,NASDAQ,2013-02-12,null,Active
KC,Kingsoft Cloud Holdings Ltd ADR,NASDAQ,2020-05-08,null,Active
KCAC,Kensington Capital Acquisition Corp Class A,NYSE,2020-08-17,null,Active
KCAC-U,Kensington Capital Acquisition Corp. Units each consisting of one share of Class A common stock and onehalf of one redeemable warrant,NYSE,2020-06-26,null,Active
KCAC-WS,Kensington Capital Acquisition Corp,NYSE,2020-08-17,null,Active
KCAPL,KCAP Financial Inc 6125 Notes due 2022,NASDAQ,2017-08-28,null,Active
KDMN,Kadmon Holdings Inc,NYSE,2016-07-27,null,Active
KDP,Keurig Dr Pepper Inc,NYSE,2008-04-28,null,Active
KE,Kimball Electronics Inc,NASDAQ,2014-11-03,null,Active
KELYA,Kelly Services Inc,NASDAQ,1990-03-26,null,Active
KELYB,Kelly Services Inc,NASDAQ,1995-08-18,null,Active
KEN,Kenon Holdings Ltd,NYSE,2015-01-14,null,Active
KEP,Korea Electric Power Corporation ADR,NYSE,1994-10-27,null,Active
KEQU,Kewaunee Scientific Corp,NASDAQ,1992-02-25,null,Active
KERN,Akerna Corp,NASDAQ,2018-02-26,null,Active
KERNW,Akerna Corp Warrant,NASDAQ,2018-02-27,null,Active
KEX,Kirby Corp,NYSE,1991-08-21,null,Active
KEY,KeyCorp,NYSE,1987-11-05,null,Active
KEY-P-I,KeyCorp Depositary Shares Series E,NYSE,2016-12-15,null,Active
KEY-P-J,KeyCorp Depositary Shares Series F,NYSE,2018-07-24,null,Active
KEY-P-K,KeyCorp Depositary Shares Series G,NYSE,2019-04-23,null,Active
KEYS,Keysight Technologies Inc,NYSE,2014-10-20,null,Active
KFFB,Kentucky First Federal Bancorp,NASDAQ,2005-03-03,null,Active
KFRC,Kforce Inc,NASDAQ,1995-08-15,null,Active
KFS,Kingsway Financial Services Inc USA,NYSE,1998-05-06,null,Active
KFY,Korn Ferry,NYSE,1999-02-11,null,Active
KGC,Kinross Gold Corp,NYSE,1994-10-19,null,Active
KHC,The Kraft Heinz Company,NASDAQ,2015-07-06,null,Active
KIDS,OrthoPediatrics corp,NASDAQ,2017-10-12,null,Active
KIM,Kimco Realty Corp,NYSE,1991-11-22,null,Active
KIM-P-J,Kimco Realty Corporation Depositary Sh Repstg 11000th Pfd CL J,NYSE,2007-02-12,null,Active
KIM-P-L,Kimco Realty Corporation Class L Depositary Shares each of which represents a oneone thousandth fractional interest in a share of 5125 Class L Cumulative Red,NYSE,2017-08-08,null,Active
KIM-P-M,Kimco Realty Corporation Class M Depositary Shares each of which represents a oneone thousandth fractional interest in a share of 525 Class M Cumulative Rede,NYSE,2017-12-12,null,Active
KIN,Kindred Biosciences Inc,NASDAQ,2013-12-12,null,Active
KINS,Kingstone Cos. Inc,NASDAQ,1999-10-26,null,Active
KIQ,Kelso Technologies Inc,NYSE,1996-05-24,null,Active
KIRK,Kirkland`s Inc,NASDAQ,2002-07-30,null,Active
KJAN,Innovator Russell 2000 Power Buffer ETF - January,BATS,2020-01-02,null,Active
KJUL,Innovator Russell 2000 Power Buffer ETF - July,BATS,2020-07-01,null,Active
KKR,KKR Company LP,NYSE,2010-07-15,null,Active
KKR-P-A,KKR Company LP 675 Series A Preferred Units,NYSE,2016-03-28,null,Active
KKR-P-B,KKR Company LP 650 Series B Preferred Unit,NYSE,2016-06-27,null,Active
KKR-P-C,KKR & Co. Inc,NYSE,2020-08-12,null,Active
KL,Kirkland Lake Gold Ltd,NYSE,2016-12-06,null,Active
KLAC,KLA Corp,NASDAQ,1990-03-26,null,Active
KLDO,Kaleido Biosciences Inc,NASDAQ,2019-02-28,null,Active
KLIC,Kulicke and Soffa Industries Inc,NASDAQ,1990-03-26,null,Active
KLR,GigCapital Inc,NYSE,2004-07-26,null,Active
KLR-WS,GigCapital Inc Warrants each whole Warrant exercisable for one share of Common Stock at an exercise price of 1150 per share,NYSE,2018-01-17,null,Active
KLXE,KLX Energy Services Holdings Inc,NASDAQ,2018-09-17,null,Active
KMB,Kimberly Clark Corp,NYSE,1984-12-17,null,Active
KMDA,Kamada Ltd,NASDAQ,2013-05-31,null,Active
KMI,Kinder Morgan Inc,NYSE,2011-02-11,null,Active
KMPR,Kemper Corp,NYSE,1991-09-18,null,Active
KMT,Kennametal Inc,NYSE,1987-11-05,null,Active
KMX,CarMax Inc,NYSE,1997-02-04,null,Active
KN,Knowles Corp,NYSE,2014-02-14,null,Active
KNDI,Kandi Technologies Group Inc,NASDAQ,2007-09-04,null,Active
KNL,Knoll Inc,NYSE,2004-12-14,null,Active
KNOP,KNOT Offshore Partners LP,NYSE,2013-04-10,null,Active
KNSA,Kiniksa Pharmaceuticals Ltd,NASDAQ,2018-05-24,null,Active
KNSL,Kinsale Capital Group Inc,NASDAQ,2016-07-28,null,Active
KNX,Knight Transportation,NYSE,1994-10-25,null,Active
KO,The CocaCola Company,NYSE,1962-01-02,null,Active
KOD,Kodiak Sciences Inc,NASDAQ,2018-10-04,null,Active
KODK,Eastman Kodak Company,NYSE,2013-09-23,null,Active
KOF,CocaCola FEMSA SAB de CV,NYSE,1993-09-14,null,Active
KOP,Koppers Holdings Inc,NYSE,2006-02-01,null,Active
KOPN,Kopin Corp,NASDAQ,1992-04-15,null,Active
KOR,Corvus Gold Inc,NASDAQ,2010-10-18,null,Active
KOS,Kosmos Energy Ltd,NYSE,2011-05-11,null,Active
KOSS,Koss Corp,NASDAQ,1992-02-25,null,Active
KPTI,Karyopharm Therapeutics Inc,NASDAQ,2013-11-06,null,Active
KR,The Kroger Company,NYSE,1977-01-03,null,Active
KRA,Kraton Performance Polymers Inc,NYSE,2009-12-17,null,Active
KRC,Kilroy Realty Corp,NYSE,1997-01-30,null,Active
KREF,KKR Real Estate Finance Trust Inc,NYSE,2017-05-05,null,Active
KRG,Kite Realty Group Trust,NYSE,2004-08-11,null,Active
KRKR,36Kr Holdings Inc ADR,NASDAQ,2019-11-08,null,Active
KRMD,ReproMed Systems Inc,NASDAQ,1996-03-20,null,Active
KRNT,Kornit Digital Ltd,NASDAQ,2015-04-02,null,Active
KRNY,Kearny Financial Corp,NASDAQ,2005-02-24,null,Active
KRO,Kronos Worldwide Inc,NYSE,2003-12-09,null,Active
KROS,Keros Therapeutics Inc,NASDAQ,2020-04-08,null,Active
KRP,Kimbell Royalty Partners Representing Limited Partner Interests,NYSE,2017-02-03,null,Active
KRTX,Karuna Therapeutics Inc,NASDAQ,2019-06-28,null,Active
KRUS,Kura Sushi USA Inc Class A,NASDAQ,2019-08-01,null,Active
KRYS,Krystal Biotech Inc,NASDAQ,2017-09-20,null,Active
KSMTU,Kismet Acquisition One Corp,NASDAQ,2020-08-06,null,Active
KSS,Kohl`s Corp,NYSE,1992-05-19,null,Active
KSU,Kansas City Southern,NYSE,1987-11-05,null,Active
KSU-P,Kansas City Southern Preferred Stock,NYSE,2014-09-22,null,Active
KT,KT Corp,NYSE,1999-05-26,null,Active
KTB,Kontoor Brands Inc,NYSE,2019-05-09,null,Active
KTCC,Key Tronic Corp,NASDAQ,1990-03-26,null,Active
KTH,Structures Products Cp 8 CorTS Issued by Peco Energy Cap Tr II Preferred Stock,NYSE,2001-02-12,null,Active
KTN,Structured Products Corp 8205 CorTS 8205 Corporate Backed Trust Securities CorTS,NYSE,2003-12-04,null,Active
KTOS,Kratos Defense Security Solutions Inc,NASDAQ,1999-11-05,null,Active
KTOV,Kitov Pharma Ltd,NASDAQ,2015-11-20,null,Active
KTOVW,KTOVW,NASDAQ,2015-11-20,null,Active
KTP,Corts 7625 Pfd,NYSE,1999-07-06,null,Active
KTRA,Kintara Therapeutics Inc,NASDAQ,2013-02-22,null,Active
KURA,Kura Oncology Inc,NASDAQ,2015-11-05,null,Active
KVHI,KVH Industries Inc,NASDAQ,1996-04-02,null,Active
KW,KennedyWilson Holdings Inc,NYSE,2007-12-03,null,Active
KWR,Quaker Chemical Corp,NYSE,1990-03-26,null,Active
KXIN,Kaixin Auto Holdings,NASDAQ,2017-11-06,null,Active
KYMR,Kymera Therapeutics Inc,NASDAQ,2020-08-21,null,Active
KYN-P-F,Kayne Anderson MLP Investment Company 350 Series F Mandatory Redeemable Preferred Shares 2500 Liquidation Preference per share,NYSE,2014-09-22,null,Active
KYN-P-F-CL,,NYSE,2020-01-15,null,Active
KZIA,Kazia Therapeutics Ltd,NASDAQ,2017-11-24,null,Active
KZR,Kezar Life Sciences Inc,NASDAQ,2018-06-21,null,Active
L,Loews Corp,NYSE,1987-07-10,null,Active
LAC,Lithium Americas Corp,NYSE,2018-01-25,null,Active
LACQ,Leisure Acquisition Corp,NASDAQ,2018-02-26,null,Active
LACQU,Leisure Acquisition Corp Units 1 Ord 12 War,NASDAQ,2017-12-01,null,Active
LACQW,Leisure Acquisition Corp Warrant,NASDAQ,2018-01-05,null,Active
LAD,Lithia Motors Inc,NYSE,1996-12-18,null,Active
LADR,Ladder Capital Corp,NYSE,2014-02-06,null,Active
LAIX,LAI WORLDWIDE INC,NYSE,2018-09-27,null,Active
LAKE,Lakeland Industries Inc,NASDAQ,1990-03-26,null,Active
LAMR,Lamar Advertising Company,NASDAQ,1996-08-02,null,Active
LANC,Lancaster Colony Corp,NASDAQ,1990-03-26,null,Active
LAND,Gladstone Land Corp,NASDAQ,2013-01-29,null,Active
LANDP,Gladstone Land Corporation 6375 Series A Cumulative Term Preferred Stock,NASDAQ,2016-08-12,null,Active
LARK,Landmark Bancorp Inc,NASDAQ,1994-03-28,null,Active
LASR,nLIGHT Inc,NASDAQ,2018-04-26,null,Active
LATN,,NASDAQ,2019-12-09,null,Active
LATNU,Union Acquisition Corp II Unit 1 Ord & 1 Red Wt,NASDAQ,2019-10-18,null,Active
LATNW,Union Acquisition Corp II Red Wt 04012025,NASDAQ,2019-12-09,null,Active
LAUR,LAUREATE EDUCATION INC,NASDAQ,2017-02-01,null,Active
LAWS,Lawson Products Inc,NASDAQ,1990-03-26,null,Active
LAZ,Lazard Ltd,NYSE,2005-05-05,null,Active
LAZY,Lazydays Holdings Inc,NASDAQ,2018-03-16,null,Active
LB,L Brands Inc,NYSE,1985-07-01,null,Active
LBAI,Lakeland Bancorp Inc,NASDAQ,1999-01-04,null,Active
LBC,Luther Burbank Corp,NASDAQ,2001-01-02,null,Active
LBRDA,Liberty Broadband Corp,NASDAQ,2014-11-04,null,Active
LBRDK,Liberty Broadband Corp,NASDAQ,2014-11-04,null,Active
LBRT,Liberty Oilfield Services Inc Class A,NYSE,2018-01-11,null,Active
LBTYA,Liberty Global plc Class A,NASDAQ,2004-06-03,null,Active
LBTYB,LIBERTY GLOBAL PLC,NASDAQ,2004-06-09,null,Active
LBTYK,Liberty Global plc,NASDAQ,2005-09-08,null,Active
LC,LendingClub Corp,NYSE,2014-12-11,null,Active
LCA,Landcadia Holdings II Inc,NASDAQ,2019-06-06,null,Active
LCAHU,LCAHU,NASDAQ,2016-05-26,null,Active
LCAHW,Landcadia Holdings II Inc Warrants 09052026,NASDAQ,2019-06-06,null,Active
LCAPU,Lionheart Acquisition Corp II,NASDAQ,2020-08-14,null,Active
LCI,Lannett Company. Inc,NYSE,1997-01-02,null,Active
LCII,Drew Industries Incorporated 001 Par Value,NYSE,1989-05-03,null,Active
LCNB,LCNB Corp,NASDAQ,1999-10-26,null,Active
LCTX,BioTime Inc,NYSE,1992-03-06,null,Active
LCUT,Lifetime Brands Inc,NASDAQ,1991-06-05,null,Active
LDL,Lydall Inc,NYSE,1990-01-12,null,Active
LDOS,Leidos Holdings Inc,NYSE,2006-10-13,null,Active
LE,Lands End Inc,NASDAQ,2014-03-20,null,Active
LEA,Lear Corp,NYSE,2009-11-09,null,Active
LEAF,Leaf Group Ltd,NYSE,2011-01-27,null,Active
LECO,Lincoln Electric Holdings Inc,NASDAQ,1995-06-13,null,Active
LEDS,SemiLEDs Corp,NASDAQ,2010-12-09,null,Active
LEE,Lee Enterprises Inc,NYSE,1987-11-05,null,Active
LEG,Leggett Platt Inc,NYSE,1987-11-05,null,Active
LEGH,Legacy Housing Corp,NASDAQ,2018-12-14,null,Active
LEGN,Legend Biotech Corp ADS Sponsored,NASDAQ,2020-06-05,null,Active
LEJU,Leju Holdings Ltd,NYSE,2014-04-17,null,Active
LEN,Lennar Corp,NYSE,1987-11-05,null,Active
LEN-B,Lennar Corp,NYSE,2003-04-23,null,Active
LEU,Centrus Energy Corp Class A,NYSE MKT,1998-07-23,null,Active
LEVI,Levi Strauss Company Class A,NYSE,2019-03-21,null,Active
LEVL,Level One Bancorp Inc,NASDAQ,2018-04-20,null,Active
LEVLP,Level One Bancorp Inc,NASDAQ,2020-08-18,null,Active
LFAC,LF Capital Acquisition Corp Class A,NASDAQ,2018-06-29,null,Active
LFACU,LF Capital Acquisition Corp Units 1 Ord Class A 1 War,NASDAQ,2018-06-20,null,Active
LFACW,LF Capital Acquistion Corp Warrant,NASDAQ,2018-06-29,null,Active
LFC,China Life Insurance Company Ltd,NYSE,2003-12-17,null,Active
LFUS,Littelfuse Inc,NASDAQ,1992-09-23,null,Active
LFVN,Lifevantage Corp,NASDAQ,2004-10-05,null,Active
LGC,Legacy Acquisition Corp Class A,NYSE,2017-12-01,null,Active
LGC-U,Legacy Acquisition Corp Units each consisting of one share of Class A Common Stock and one Warrant to purchase onehalf of one share of Class A Common Stock,NYSE,2017-11-17,null,Active
LGC-WS,Legacy Acquisition Corp Warrants exercisable for onehalf of one share of Class A Common Stock for 575 per half share or 1150 per whole share,NYSE,2017-11-30,null,Active
LGF-A,Lions Gate Entertainment Corp - Class A,NYSE,2016-12-09,null,Active
LGF-B,Lions Gate Entertainment Corporation Class B NonVoting Shares,NYSE,2016-12-09,null,Active
LGHL,Lion Group Holding Ltd,NYSE ARCA,2020-06-16,null,Active
LGHLW,Lion Group Holding Ltd. Warrant,NASDAQ,2020-06-17,null,Active
LGIH,LGI Homes Inc,NASDAQ,2013-11-07,null,Active
LGL,The LGL Group Inc,NYSE,1992-03-17,null,Active
LGND,Ligand Pharmaceuticals Inc,NASDAQ,1992-11-18,null,Active
LGVW,Longview Acquisition Corp Class A,NYSE,2020-07-13,null,Active
LGVW-U,Longview Acquisition Corp. Units each consisting of one share of Class A common stock and onethird of one warrant,NYSE,2020-07-22,null,Active
LGVW-WS,Longview Acquisition Corp. Redeemable Warrants each whole warrant exercisable for one share of Class A common stock each at an exercise price of 11.50 per shar,NYSE,2020-07-13,null,Active
LH,Laboratory Corp of America Holdings,NYSE,1990-03-29,null,Active
LHC,Leo Holdings Corp. Class A,NYSE,2018-04-16,null,Active
LHC-WS,Leo Holdings Corp Warrants each whole warrant exercisable for one Class A Ordinary Share at an exercise price of 1150,NYSE,2018-11-01,null,Active
LHCG,LHC Group Inc,NASDAQ,2005-06-09,null,Active
LHX,3Harris Technologies Inc,NYSE,1981-12-31,null,Active
LI,Li Auto Inc,NASDAQ,2020-07-30,null,Active
LIFE,Atyr Pharma Inc,NASDAQ,2015-05-07,null,Active
LII,Lennox International Inc,NYSE,1999-07-29,null,Active
LILA,LILA,NASDAQ,2015-07-02,null,Active
LILAK,Liberty LiLAC Group,NASDAQ,2015-07-02,null,Active
LIN,Linde plc,NYSE,2018-10-01,null,Active
LINC,Lincoln Educational Services Corp,NASDAQ,2005-06-23,null,Active
LIND,LIND,NASDAQ,2015-07-09,null,Active
LINX,Linx SA American Depositary Shares each representing one,NYSE,2019-06-26,null,Active
LIQT,LiqTech International Inc,NASDAQ,2011-08-31,null,Active
LITB,Lightinthebox Holding Company LtdADR,NYSE,2013-06-06,null,Active
LITE,Lumentum Holdings Inc,NASDAQ,2015-08-04,null,Active
LIVE,Live Ventures Inc,NASDAQ,2001-01-02,null,Active
LIVK,LIV Capital Acquisition Corp Class A,NASDAQ,2020-01-14,null,Active
LIVKU,LIV Capital Acquisition Corp Unit 1 Ord Cl A & 1 Red Wt,NASDAQ,2019-12-11,null,Active
LIVKW,,NASDAQ,2020-01-14,null,Active
LIVN,LivaNova PLC,NASDAQ,2015-10-19,null,Active
LIVX,LiveXLive Media Inc,NASDAQ,2017-08-18,null,Active
LIZI,Lizhi Inc,NASDAQ,2020-01-17,null,Active
LJPC,La Jolla Pharmaceutical Company,NASDAQ,2001-01-02,null,Active
LKCO,Luokung Technology Corp,NASDAQ,2018-08-23,null,Active
LKFN,Lakeland Financial Corp,NASDAQ,1997-08-14,null,Active
LKNCY,Luckin Coffee Inc,NASDAQ,2019-05-17,null,Active
LKQ,LKQ Corp,NASDAQ,2003-10-03,null,Active
LL,Lumber Liquidators Holdings Inc,NYSE,2007-11-09,null,Active
LLIT,Lianluo Smart Ltd Class A,NASDAQ,2010-04-22,null,Active
LLNW,Limelight Networks Inc,NASDAQ,2007-06-08,null,Active
LLY,Eli Lilly Company,NYSE,1972-06-01,null,Active
LMAT,LeMaitre Vascular Inc,NASDAQ,2006-10-19,null,Active
LMB,Limbach Holdings Inc,NASDAQ,2016-01-21,null,Active
LMFA,LM Funding America Inc,NASDAQ,2015-12-08,null,Active
LMFAW,LMFAW,NASDAQ,2015-12-10,null,Active
LMLB,UBS AG London Branch ETRACS Monthly Pay 2X Leveraged Wells Fargo MLP ExEnergy ETN Ser B 06242044,NYSE ARCA,2019-10-25,null,Active
LMND,Lemonade Inc,NYSE,2020-07-02,null,Active
LMNL,Liminal Biosciences Inc,NASDAQ,2019-11-18,null,Active
LMNR,Limoneira Company,NASDAQ,2001-11-08,null,Active
LMNX,Luminex Corp,NASDAQ,2000-04-06,null,Active
LMPX,Lmp Automotive Holdings Inc,NASDAQ,2019-12-05,null,Active
LMRK,Landmark Infrastructure Partners LP,NASDAQ,2014-11-14,null,Active
LMRKN,Landmark Infrastructure Partners LP FRFXD PRF PERPETUAL USD 25,NASDAQ,2018-04-20,null,Active
LMRKO,Landmark Infrastructure Partners LP Preferred Units,NASDAQ,2016-08-04,null,Active
LMRKP,Landmark Infrastructure,NASDAQ,2016-04-01,null,Active
LMST,Limestone Bancorp Inc,NASDAQ,2006-09-22,null,Active
LMT,Lockheed Martin Corp,NYSE,1977-01-03,null,Active
LN,LINE Corporation American Depositary Shares each representing one share of,NYSE,2016-07-14,null,Active
LNC,Lincoln National Corp,NYSE,1984-10-05,null,Active
LND,Brasilagro Cia Brasileira De Propriedades Agricolas,NYSE,2012-05-15,null,Active
LNDC,Landec Corp,NASDAQ,1996-02-15,null,Active
LNG,Cheniere Energy Inc,NYSE,1994-04-04,null,Active
LNN,Lindsay Corp,NYSE,1990-03-26,null,Active
LNT,Alliant Energy Corp,NASDAQ,1988-01-05,null,Active
LNTH,Lantheus Holdings Inc,NASDAQ,2015-06-25,null,Active
LOAC,Longevity Acquisition Corp,NASDAQ,2018-10-16,null,Active
LOACR,Longevity Acquisition Corp Tradeable Rights Oct 2018,NASDAQ,2018-10-15,null,Active
LOACU,Longevity Acquisition Corp Units 1 Ord 1 Rts 1 War,NASDAQ,2018-08-29,null,Active
LOACW,Longevity Acquisition Corp Warrants 29082024,NASDAQ,2018-10-15,null,Active
LOAK,,NYSE,2020-05-28,null,Active
LOAK-U,Live Oak Acquisition Corp. Units each consisting of one share of Common Stock and threefourths of one Redeemable Warrant to purchase one share of Common Stock,NYSE,2020-05-06,null,Active
LOAK-WS,Live Oak Acquisition Corp. Redeemable Warrants each whole warrant exercisable for one share of Class A Common Stock at an exercise price of 11.50,NYSE,2020-05-28,null,Active
LOAN,Manhattan Bridge Capital Inc,NASDAQ,1999-05-13,null,Active
LOB,Live Oak Bancshares Inc,NASDAQ,2015-07-23,null,Active
LOCO,El Pollo Loco Holdings Inc,NASDAQ,2014-07-25,null,Active
LODE,Comstock Mining Inc,NYSE MKT,2003-03-18,null,Active
LOGC,LogicBio Therapeutics Inc,NASDAQ,2018-10-19,null,Active
LOGI,Logitech International S.A.,NASDAQ,1997-03-31,null,Active
LOGM,LogMeIn Inc,NASDAQ,2009-07-01,null,Active
LOMA,Loma Negra Compaa Industrial Argentina Sociedad Annima ADS,NYSE,2017-11-01,null,Active
LONE,Lonestar Resources US Inc Class A,NASDAQ,2016-01-04,null,Active
LOOP,LoopNet Inc,NASDAQ,2017-11-20,null,Active
LOPE,Grand Canyon Education Inc,NASDAQ,2008-11-20,null,Active
LORL,Loral Space Communications Ltd,NASDAQ,2005-07-27,null,Active
LOV,Spark Networks Inc,NYSE,2006-02-14,null,Active
LOVE,Lovesac Company,NASDAQ,2018-06-27,null,Active
LOW,Lowes Cos. Inc,NYSE,1985-07-01,null,Active
LPCN,Lipocine Inc,NASDAQ,2013-10-22,null,Active
LPG,Dorian LPG Ltd,NYSE,2014-05-08,null,Active
LPI,Laredo Petroleum Holdings Inc,NYSE,2011-12-15,null,Active
LPL,LG Display Company Ltd,NYSE,2004-07-22,null,Active
LPLA,LPL Financial Holdings Inc,NASDAQ,2010-11-18,null,Active
LPRO,Open Lending Corp Class A,NASDAQ,2018-03-06,null,Active
LPSN,Liveperson Inc,NASDAQ,2000-04-07,null,Active
LPTH,LightPath Technologies Inc,NASDAQ,1996-02-28,null,Active
LPTX,Leap Therapeutics Inc,NASDAQ,2017-01-25,null,Active
LPX,LouisianaPacific Corp,NYSE,1982-01-04,null,Active
LQDA,Liquidia Technologies Inc,NASDAQ,2018-07-26,null,Active
LQDT,Liquidity Services Inc,NASDAQ,2006-02-27,null,Active
LRCX,Lam Research Corp,NASDAQ,1990-03-26,null,Active
LRMR,Larimar Therapeutics Inc,NASDAQ,2014-06-19,null,Active
LRN,K12 Inc,NYSE,2007-12-13,null,Active
LSAC,,NASDAQ,2020-05-27,null,Active
LSACU,Lifesci Acquisition Corp Units 1 Ordinary share & 1 War,NASDAQ,2020-03-06,null,Active
LSACW,LifeSci Acquisition Corp Wt Exp 02142025,NASDAQ,2020-05-21,null,Active
LSBK,Lake Shore Bancorp Inc,NASDAQ,2006-04-05,null,Active
LSCC,Lattice Semiconductor,NASDAQ,1990-03-26,null,Active
LSI,Life Storage Inc,NYSE,1995-06-21,null,Active
LSTR,Landstar System Inc,NASDAQ,1993-03-05,null,Active
LSXMA,LSXMA,NASDAQ,2016-04-18,null,Active
LSXMB,Liberty Media Corp,NASDAQ,2016-04-21,null,Active
LSXMK,Liberty Media Corp DE,NASDAQ,2016-04-18,null,Active
LTBR,Lightbridge Corp,NASDAQ,2000-11-13,null,Active
LTC,LTC Properties Inc,NYSE,1992-08-25,null,Active
LTHM,Livent Corp,NYSE,2018-10-11,null,Active
LTM,LATAM Airlines Group SA,NYSE,1997-11-07,null,Active
LTRN,Lantern Pharma Inc,NASDAQ,2020-06-11,null,Active
LTRPA,Liberty TripAdvisor Holdings Inc,NASDAQ,2014-08-27,null,Active
LTRPB,Liberty TripAdvisor Holdings Inc,NASDAQ,2014-08-28,null,Active
LTRX,Lantronix Inc,NASDAQ,2000-08-04,null,Active
LTS-P-A,Ladenburg Thalmann Financial Services Inc 800 Series A Cumulative Redeemable Preferred Stock Liquidation Preference 2500 per share,NYSE MKT,2014-09-22,null,Active
LUB,Lubys Inc,NYSE,1985-07-01,null,Active
LULU,Lululemon Athletica inc,NASDAQ,2007-07-27,null,Active
LUMO,Lumos Pharma Inc,NASDAQ,2011-11-11,null,Active
LUNA,Luna Innovations Inc,NASDAQ,2006-06-05,null,Active
LUV,Southwest Airlines Company,NYSE,1980-01-02,null,Active
LVGO,Livongo Health Inc,NASDAQ,2019-07-25,null,Active
LVS,Las Vegas Sands Corp,NYSE,2004-12-15,null,Active
LW,Lamb Weston Holdings Inc,NYSE,2016-11-10,null,Active
LWAY,Lifeway Foods Inc,NASDAQ,1995-08-18,null,Active
LX,LexinFintech Holdings Ltd,NASDAQ,2017-12-21,null,Active
LXFR,Luxfer Holdings PLC ADR,NYSE,2012-10-03,null,Active
LXP,Lexington Realty Trust,NYSE,1993-10-22,null,Active
LXP-P-C,Lexington Realty Trust Preferred Conv Series C,NYSE,2014-09-22,null,Active
LXRX,Lexicon Pharmaceuticals Inc,NASDAQ,2000-04-07,null,Active
LXU,LSB Industries Inc,NYSE,1980-01-02,null,Active
LYB,LyondellBasell Industries NV,NYSE,2010-04-28,null,Active
LYFT,Lyft Inc Cls A,NASDAQ,2019-03-29,null,Active
LYG,Lloyds Banking Group plc,NYSE,2001-11-27,null,Active
LYL,Dragon Victory International Ltd,NASDAQ,2017-10-20,null,Active
LYRA,Lyra Therapeutics Inc,NASDAQ,2020-05-01,null,Active
LYTS,LSI Industries Inc,NASDAQ,1990-03-26,null,Active
LYV,Live Nation Entertainment Inc,NYSE,2005-12-21,null,Active
LZB,LaZBoy Inc,NYSE,1988-01-05,null,Active
M,Macy`s Inc,NYSE,1992-02-05,null,Active
MA,Mastercard Inc,NYSE,2006-05-25,null,Active
MAA,MidAmerica Apartment Communities Inc,NYSE,1994-01-28,null,Active
MAA-P-I,MidAmerica Apartment Communities Inc 850 Series I Cumulative Redeemable Preferred Stock,NYSE,2016-12-05,null,Active
MAC,Macerich Company.,NYSE,1994-03-10,null,Active
MACK,Merrimack Pharmaceuticals Inc,NASDAQ,2012-03-29,null,Active
MAG,Magnetek Inc,NYSE,1989-06-30,null,Active
MAGS,Magal Security Systems Ltd USA,NASDAQ,1993-03-23,null,Active
MAIN,Main Street Capital Corp,NYSE,2007-10-09,null,Active
MAN,ManpowerGroup,NYSE,1988-10-05,null,Active
MANH,Manhattan Associates Inc,NASDAQ,1998-04-23,null,Active
MANT,Mantech International Corp - Class A,NASDAQ,2002-02-07,null,Active
MANU,Manchester United PLC,NYSE,2012-08-10,null,Active
MAR,Marriott International Inc Class A,NASDAQ,1993-10-13,null,Active
MARA,Marathon Patent Group Inc,NASDAQ,2012-05-04,null,Active
MARK,Remark Media Inc,NASDAQ,2003-06-10,null,Active
MARPS,Marine Petroleum Trust,NASDAQ,1995-08-18,null,Active
MAS,Masco Corp,NYSE,1983-06-10,null,Active
MASI,Masimo Corp,NASDAQ,2007-08-08,null,Active
MAT,Mattel Inc,NASDAQ,1982-01-04,null,Active
MATW,Matthews International Corp,NASDAQ,1994-08-10,null,Active
MATX,Matson Inc,NYSE,1973-05-03,null,Active
MAXC,Maxcyte Inc,NASDAQ,2019-12-05,null,Active
MAXN,Maxeon Solar Technologies Ltd,NASDAQ,2020-08-26,null,Active
MAXR,Maxar Technologies Ltd,NYSE,2017-10-06,null,Active
MAYS,JW Mays Inc,NASDAQ,1992-02-26,null,Active
MBCN,Middlefield Banc Corp,NASDAQ,2002-06-05,null,Active
MBI,MBIA Inc,NYSE,1987-07-02,null,Active
MBII,Marrone Bio Innovations Inc,NASDAQ,2013-08-02,null,Active
MBIN,Merchants Bancorp,NASDAQ,2017-10-27,null,Active
MBINO,Merchants Bancorp FXDFR PRF PERPETUAL USD 25 Ser B Dp sh 140 int,NASDAQ,2019-08-13,null,Active
MBINP,Merchants Bancorp 700 FixedtoFloating Rate Series A NonCumulative Perpetual Preferred Stock,NASDAQ,2019-03-26,null,Active
MBIO,Mustang Bio Inc,NASDAQ,2017-08-22,null,Active
MBNKP,Medallion Bank UT Non Cum FxdFltg Perp Pfd Ser F,NASDAQ,2019-12-17,null,Active
MBOT,StemCells Inc,NASDAQ,1992-03-25,null,Active
